image_name,x_centers,y_centers,widths,heights
904.png,0.8717320261437909;0.20588235294117646;0.5637254901960784;0.8202614379084967;0.5547385620915033;0.6838235294117647;0.12663398692810457;0.8815359477124183;0.7377450980392157,0.24632352941176472;0.7426470588235294;0.2769607843137255;0.10784313725490197;0.05759803921568627;0.2708333333333333;0.3075980392156863;0.5208333333333334;0.05269607843137255,0.05718954248366013;0.05555555555555555;0.05555555555555555;0.05555555555555555;0.05392156862745098;0.05392156862745098;0.05065359477124183;0.05065359477124183;0.05065359477124183,0.0857843137254902;0.08333333333333333;0.08333333333333333;0.08333333333333333;0.08088235294117647;0.08088235294117647;0.07598039215686274;0.07598039215686274;0.07598039215686274
905.png,0.4411764705882353;0.7222222222222222;0.8586601307189542;0.5024509803921569;0.5866013071895425;0.18790849673202614;0.6045751633986928;0.6062091503267973,0.20588235294117646;0.8235294117647058;0.04779411764705882;0.8125;0.24509803921568626;0.6397058823529411;0.22549019607843138;0.4019607843137255,0.058823529411764705;0.058823529411764705;0.05718954248366013;0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05228758169934641;0.049019607843137254,0.08823529411764706;0.08823529411764706;0.0857843137254902;0.08088235294117647;0.0784313725490196;0.0784313725490196;0.0784313725490196;0.07352941176470588
906.png,0.9370915032679739;0.48447712418300654;0.42810457516339867;0.1380718954248366;0.5588235294117647;0.9477124183006536;0.40441176470588236,0.5041436464088398;0.38535911602209943;0.3756906077348066;0.22513812154696133;0.5966850828729282;0.5580110497237569;0.255524861878453,0.05718954248366013;0.05718954248366013;0.05555555555555555;0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05065359477124183,0.09668508287292818;0.09668508287292818;0.09392265193370165;0.09116022099447514;0.08839779005524862;0.08839779005524862;0.0856353591160221
907.png,0.8259803921568627;0.9550653594771242;0.494281045751634;0.3758169934640523;0.4852941176470588;0.7606209150326797;0.12418300653594772,0.616421568627451;0.10661764705882353;0.7757352941176471;0.40441176470588236;0.2708333333333333;0.2512254901960784;0.25735294117647056,0.05718954248366013;0.05718954248366013;0.05718954248366013;0.05228758169934641;0.05228758169934641;0.05065359477124183;0.049019607843137254,0.0857843137254902;0.0857843137254902;0.0857843137254902;0.0784313725490196;0.07598039215686274;0.07598039215686274;0.07352941176470588
908.png,0.4722222222222222;0.5808823529411765;0.13071895424836602;0.3888888888888889;0.27369281045751637;0.8986928104575164;0.6241830065359477;0.869281045751634,0.9088397790055248;0.24171270718232044;0.48066298342541436;0.35359116022099446;0.7720994475138122;0.2955801104972376;0.30939226519337015;0.287292817679558,0.058823529411764705;0.05718954248366013;0.05555555555555555;0.05555555555555555;0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05228758169934641,0.09944751381215469;0.09668508287292818;0.09392265193370165;0.09392265193370165;0.09116022099447514;0.08839779005524862;0.08839779005524862;0.08839779005524862
909.png,0.31699346405228757;0.5547385620915033;0.30392156862745096;0.7655228758169934;0.9174836601307189;0.05800653594771242;0.696078431372549;0.9060457516339869;0.7818627450980392,0.6533149171270718;0.8466850828729282;0.5662983425414365;0.7776243093922652;0.8052486187845304;0.7223756906077348;0.4585635359116022;0.5455801104972375;0.425414364640884,0.058823529411764705;0.05718954248366013;0.05555555555555555;0.05392156862745098;0.05392156862745098;0.05392156862745098;0.05228758169934641;0.05065359477124183;0.05065359477124183,0.09668508287292818;0.09668508287292818;0.09392265193370165;0.09116022099447514;0.09116022099447514;0.09116022099447514;0.08839779005524862;0.0856353591160221;0.08287292817679558
910.png,0.8137254901960784;0.12091503267973856;0.22712418300653595;0.7156862745098039;0.7769607843137255;0.049019607843137254;0.0915032679738562;0.8521241830065359;0.7671568627450981,0.7058823529411765;0.5630252100840336;0.5238095238095238;0.876750700280112;0.530812324929972;0.7507002801120448;0.3585434173669468;0.8501400560224089;0.3543417366946779,0.05555555555555555;0.05555555555555555;0.05555555555555555;0.05555555555555555;0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05065359477124183;0.05065359477124183,0.09523809523809523;0.09523809523809523;0.09523809523809523;0.09523809523809523;0.09243697478991597;0.0896358543417367;0.0896358543417367;0.08683473389355742;0.08683473389355742
911.png,0.48937908496732024;0.3758169934640523;0.7034313725490197;0.5645424836601307;0.5400326797385621;0.8455882352941176;0.8349673202614379;0.0988562091503268;0.8978758169934641;0.26715686274509803,0.7324929971988795;0.6666666666666666;0.0938375350140056;0.5756302521008403;0.7521008403361344;0.49719887955182074;0.49299719887955185;0.5532212885154062;0.7661064425770309;0.4579831932773109,0.05718954248366013;0.05555555555555555;0.05392156862745098;0.05392156862745098;0.05392156862745098;0.05392156862745098;0.05228758169934641;0.05065359477124183;0.05065359477124183;0.05065359477124183,0.09803921568627451;0.09523809523809523;0.09243697478991597;0.09243697478991597;0.09243697478991597;0.09243697478991597;0.0896358543417367;0.08683473389355742;0.08683473389355742;0.08683473389355742
912.png,0.7377450980392157;0.7369281045751634;0.22712418300653595;0.4117647058823529;0.35130718954248363;0.2369281045751634;0.35294117647058826,0.6596638655462185;0.34173669467787116;0.09243697478991597;0.11764705882352941;0.5378151260504201;0.4117647058823529;0.06722689075630252,0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05228758169934641;0.05228758169934641;0.05228758169934641;0.049019607843137254,0.09243697478991597;0.0896358543417367;0.0896358543417367;0.0896358543417367;0.0896358543417367;0.0896358543417367;0.08403361344537816
913.png,0.06862745098039216;0.41013071895424835;0.6078431372549019;0.45669934640522875;0.4338235294117647;0.09558823529411764;0.24754901960784315;0.03431372549019608;0.2565359477124183;0.886437908496732;0.5669934640522876,0.143646408839779;0.7541436464088398;0.5497237569060773;0.9019337016574586;0.5248618784530387;0.3743093922651934;0.39640883977900554;0.143646408839779;0.4530386740331492;0.5124309392265194;0.9033149171270718,0.058823529411764705;0.058823529411764705;0.058823529411764705;0.05718954248366013;0.05718954248366013;0.05392156862745098;0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05065359477124183;0.049019607843137254,0.09944751381215469;0.09944751381215469;0.09944751381215469;0.09668508287292818;0.09392265193370165;0.09116022099447514;0.09116022099447514;0.08839779005524862;0.08839779005524862;0.0856353591160221;0.08287292817679558
914.png,0.7271241830065359;0.6601307189542484;0.5866013071895425;0.1968954248366013;0.7116013071895425;0.5424836601307189;0.3137254901960784,0.543859649122807;0.7343358395989975;0.9223057644110275;0.06892230576441102;0.8859649122807017;0.20300751879699247;0.5426065162907269,0.058823529411764705;0.058823529411764705;0.05555555555555555;0.05392156862745098;0.05392156862745098;0.05228758169934641;0.049019607843137254,0.09022556390977443;0.09022556390977443;0.08521303258145363;0.08270676691729323;0.08270676691729323;0.08020050125313283;0.07268170426065163
915.png,0.19607843137254902;0.45588235294117646;0.5040849673202614;0.11683006535947713;0.42320261437908496;0.3839869281045752;0.8169934640522876;0.28513071895424835;0.3880718954248366;0.5040849673202614;0.6870915032679739;0.12908496732026145,0.3508771929824561;0.9548872180451128;0.8609022556390977;0.4197994987468672;0.12280701754385964;0.2706766917293233;0.7017543859649122;0.5902255639097744;0.8032581453634086;0.3082706766917293;0.10651629072681704;0.2982456140350877,0.058823529411764705;0.058823529411764705;0.05718954248366013;0.05718954248366013;0.05555555555555555;0.05555555555555555;0.05555555555555555;0.05392156862745098;0.05392156862745098;0.05392156862745098;0.05065359477124183;0.049019607843137254,0.09022556390977443;0.09022556390977443;0.08771929824561403;0.08771929824561403;0.08521303258145363;0.08521303258145363;0.08521303258145363;0.08270676691729323;0.08270676691729323;0.08020050125313283;0.07769423558897243;0.07518796992481203
916.png,0.23039215686274508;0.803921568627451;0.9550653594771242;0.7279411764705882;0.2834967320261438;0.2908496732026144;0.3366013071895425;0.11601307189542484;0.7050653594771242;0.21486928104575165,0.39348370927318294;0.4824561403508772;0.8107769423558897;0.5200501253132832;0.16541353383458646;0.5288220551378446;0.8220551378446115;0.6528822055137845;0.5877192982456141;0.11654135338345864,0.058823529411764705;0.05555555555555555;0.05392156862745098;0.05392156862745098;0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05228758169934641;0.05065359477124183;0.05065359477124183,0.09022556390977443;0.08270676691729323;0.08270676691729323;0.08270676691729323;0.08020050125313283;0.08020050125313283;0.08020050125313283;0.07769423558897243;0.07769423558897243;0.07769423558897243
917.png,0.3660130718954248;0.3276143790849673;0.0661764705882353;0.9656862745098039;0.511437908496732;0.6004901960784313;0.3480392156862745;0.5065359477124183,0.8897243107769424;0.9511278195488722;0.5125313283208021;0.5263157894736842;0.631578947368421;0.5802005012531328;0.6215538847117794;0.6917293233082706,0.05555555555555555;0.05392156862745098;0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05065359477124183;0.049019607843137254;0.049019607843137254,0.08521303258145363;0.08270676691729323;0.08270676691729323;0.08020050125313283;0.08020050125313283;0.07769423558897243;0.07518796992481203;0.07518796992481203
918.png,0.8374183006535948;0.9330065359477124;0.13071895424836602;0.9550653594771242;0.7303921568627451;0.16993464052287582;0.34477124183006536,0.7983425414364641;0.3397790055248619;0.05662983425414365;0.39917127071823205;0.4281767955801105;0.8646408839779005;0.856353591160221,0.05718954248366013;0.05555555555555555;0.05555555555555555;0.05392156862745098;0.05228758169934641;0.049019607843137254;0.049019607843137254,0.09392265193370165;0.09392265193370165;0.09116022099447514;0.09116022099447514;0.08839779005524862;0.08287292817679558;0.08287292817679558
919.png,0.6486928104575164;0.6053921568627451;0.7344771241830066;0.8611111111111112;0.19281045751633988;0.8455882352941176;0.3709150326797386;0.4803921568627451;0.6936274509803921;0.6119281045751634;0.6282679738562091,0.7458563535911602;0.3052486187845304;0.3770718232044199;0.23756906077348067;0.08011049723756906;0.468232044198895;0.5027624309392266;0.6961325966850829;0.4185082872928177;0.6560773480662984;0.5234806629834254,0.058823529411764705;0.05718954248366013;0.05718954248366013;0.05555555555555555;0.05555555555555555;0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05065359477124183;0.05065359477124183;0.05065359477124183,0.09944751381215469;0.09668508287292818;0.09668508287292818;0.09392265193370165;0.09392265193370165;0.09116022099447514;0.08839779005524862;0.08839779005524862;0.0856353591160221;0.0856353591160221;0.0856353591160221
920.png,0.3488562091503268;0.5882352941176471;0.10457516339869281;0.5522875816993464;0.3937908496732026;0.16666666666666666;0.1454248366013072;0.21895424836601307,0.5759668508287292;0.44751381215469616;0.6933701657458563;0.7596685082872928;0.6629834254143646;0.5911602209944752;0.6035911602209945;0.8646408839779005,0.05718954248366013;0.05555555555555555;0.05228758169934641;0.05228758169934641;0.05228758169934641;0.05228758169934641;0.05228758169934641;0.049019607843137254,0.09668508287292818;0.09392265193370165;0.08839779005524862;0.08839779005524862;0.08839779005524862;0.08839779005524862;0.0856353591160221;0.08287292817679558
921.png,0.272875816993464;0.7083333333333334;0.4125816993464052;0.3570261437908497;0.15604575163398693;0.17565359477124182;0.6601307189542484;0.6511437908496732;0.7491830065359477;0.5359477124183006;0.7320261437908496,0.6617647058823529;0.9473039215686274;0.16299019607843138;0.22058823529411764;0.6654411764705882;0.9350490196078431;0.6544117647058824;0.7438725490196079;0.6764705882352942;0.14950980392156862;0.5931372549019608,0.058823529411764705;0.05718954248366013;0.05718954248366013;0.05718954248366013;0.05392156862745098;0.05392156862745098;0.05228758169934641;0.05065359477124183;0.05065359477124183;0.049019607843137254;0.049019607843137254,0.08823529411764706;0.0857843137254902;0.0857843137254902;0.08333333333333333;0.08088235294117647;0.08088235294117647;0.0784313725490196;0.07598039215686274;0.07352941176470588;0.07352941176470588;0.07352941176470588
922.png,0.3709150326797386;0.5686274509803921;0.701797385620915;0.5588235294117647;0.09313725490196079;0.12254901960784313;0.2042483660130719;0.8521241830065359,0.5220588235294118;0.6029411764705882;0.06985294117647059;0.7622549019607843;0.17401960784313725;0.5686274509803921;0.23284313725490197;0.19730392156862744,0.05555555555555555;0.05555555555555555;0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05228758169934641;0.05228758169934641;0.05065359477124183,0.08333333333333333;0.08333333333333333;0.08088235294117647;0.0784313725490196;0.0784313725490196;0.0784313725490196;0.0784313725490196;0.07598039215686274
923.png,0.3709150326797386;0.14297385620915032;0.4444444444444444;0.18627450980392157;0.24183006535947713;0.059640522875817;0.6315359477124183;0.25163398692810457;0.7663398692810458;0.2173202614379085;0.5008169934640523,0.17647058823529413;0.6090686274509803;0.2549019607843137;0.21323529411764705;0.3946078431372549;0.2536764705882353;0.19975490196078433;0.23039215686274508;0.27205882352941174;0.3002450980392157;0.8762254901960784,0.058823529411764705;0.05718954248366013;0.05555555555555555;0.05555555555555555;0.05555555555555555;0.05392156862745098;0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05228758169934641;0.05065359477124183,0.08823529411764706;0.0857843137254902;0.08333333333333333;0.08333333333333333;0.08333333333333333;0.08088235294117647;0.08088235294117647;0.0784313725490196;0.0784313725490196;0.07598039215686274;0.07598039215686274
924.png,0.4150326797385621;0.7393790849673203;0.08905228758169935;0.5931372549019608;0.6127450980392157;0.886437908496732;0.6781045751633987;0.06290849673202614;0.5857843137254902;0.031862745098039214;0.33251633986928103,0.8088235294117647;0.5110294117647058;0.8063725490196079;0.8700980392156863;0.8933823529411765;0.5159313725490197;0.18627450980392157;0.6139705882352942;0.9129901960784313;0.6188725490196079;0.5281862745098039,0.058823529411764705;0.05718954248366013;0.05718954248366013;0.05555555555555555;0.05555555555555555;0.05392156862745098;0.05228758169934641;0.05065359477124183;0.05065359477124183;0.05065359477124183;0.05065359477124183,0.08823529411764706;0.0857843137254902;0.08333333333333333;0.08333333333333333;0.08088235294117647;0.08088235294117647;0.0784313725490196;0.07598039215686274;0.07598039215686274;0.07598039215686274;0.07598039215686274
925.png,0.2696078431372549;0.04656862745098039;0.7687908496732027;0.8766339869281046;0.8921568627450981;0.190359477124183;0.5841503267973857;0.6004901960784313,0.49171270718232046;0.7085635359116023;0.6919889502762431;0.14502762430939226;0.8646408839779005;0.24447513812154695;0.669889502762431;0.9558011049723757,0.058823529411764705;0.05718954248366013;0.05718954248366013;0.05718954248366013;0.05555555555555555;0.05392156862745098;0.05392156862745098;0.05392156862745098,0.09944751381215469;0.09668508287292818;0.09668508287292818;0.09668508287292818;0.09392265193370165;0.09116022099447514;0.09116022099447514;0.08839779005524862
926.png,0.44362745098039214;0.43218954248366015;0.9730392156862745;0.6151960784313726;0.4207516339869281;0.12091503267973856;0.704248366013072;0.37826797385620914;0.36356209150326796;0.352124183006536;0.5302287581699346;0.026143790849673203,0.5868347338935574;0.08823529411764706;0.7436974789915967;0.4523809523809524;0.9201680672268907;0.35014005602240894;0.8487394957983193;0.7801120448179272;0.28431372549019607;0.623249299719888;0.6694677871148459;0.27450980392156865,0.05718954248366013;0.05718954248366013;0.05392156862745098;0.05392156862745098;0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05065359477124183;0.05065359477124183;0.05065359477124183;0.05065359477124183;0.049019607843137254,0.09803921568627451;0.09803921568627451;0.09243697478991597;0.09243697478991597;0.09243697478991597;0.0896358543417367;0.0896358543417367;0.08683473389355742;0.08683473389355742;0.08683473389355742;0.08403361344537816;0.08403361344537816
927.png,0.20588235294117646;0.08006535947712418;0.4722222222222222;0.40604575163398693;0.12418300653594772;0.9174836601307189;0.8014705882352942;0.6388888888888888;0.13562091503267973,0.2773109243697479;0.24929971988795518;0.37254901960784315;0.27871148459383754;0.3389355742296919;0.5980392156862745;0.2338935574229692;0.9299719887955182;0.48739495798319327,0.05555555555555555;0.05555555555555555;0.05555555555555555;0.05392156862745098;0.05228758169934641;0.05065359477124183;0.05065359477124183;0.049019607843137254;0.049019607843137254,0.09523809523809523;0.09523809523809523;0.09523809523809523;0.09243697478991597;0.0896358543417367;0.08683473389355742;0.08683473389355742;0.08403361344537816;0.08403361344537816
928.png,0.35947712418300654;0.7753267973856209;0.829248366013072;0.6544117647058824;0.8112745098039216;0.8145424836601307;0.4027777777777778,0.5994397759103641;0.5084033613445378;0.8361344537815126;0.3795518207282913;0.2507002801120448;0.8753501400560224;0.6008403361344538,0.058823529411764705;0.05718954248366013;0.05392156862745098;0.05065359477124183;0.05065359477124183;0.05065359477124183;0.05065359477124183,0.10084033613445378;0.09803921568627451;0.09243697478991597;0.08683473389355742;0.08683473389355742;0.08683473389355742;0.08683473389355742
929.png,0.1323529411764706;0.16339869281045752;0.4223856209150327;0.3570261437908497;0.272875816993464;0.33986928104575165;0.2638888888888889;0.31290849673202614;0.2426470588235294;0.6748366013071896,0.6274509803921569;0.6778711484593838;0.7464985994397759;0.696078431372549;0.3165266106442577;0.5574229691876751;0.3319327731092437;0.11064425770308123;0.9341736694677871;0.12885154061624648,0.05555555555555555;0.05555555555555555;0.05392156862745098;0.05392156862745098;0.05228758169934641;0.05228758169934641;0.05065359477124183;0.05065359477124183;0.05065359477124183;0.049019607843137254,0.09523809523809523;0.09523809523809523;0.09243697478991597;0.09243697478991597;0.0896358543417367;0.0896358543417367;0.08683473389355742;0.08683473389355742;0.08683473389355742;0.08403361344537816
930.png,0.7934782608695652;0.5375494071146245;0.12450592885375494;0.45553359683794464;0.24802371541501977;0.16304347826086957;0.9456521739130435;0.16600790513833993;0.7984189723320159,0.9041666666666667;0.25277777777777777;0.33055555555555555;0.5986111111111111;0.8569444444444444;0.7375;0.7819444444444444;0.725;0.9194444444444444,0.05731225296442688;0.05533596837944664;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617,0.08055555555555556;0.07777777777777778;0.07777777777777778;0.075;0.075;0.075;0.075;0.07222222222222222;0.07222222222222222
931.png,0.5316205533596838;0.5503952569169961;0.516798418972332;0.8636363636363636;0.08201581027667984;0.38636363636363635;0.7559288537549407;0.34782608695652173;0.5454545454545454;0.8745059288537549;0.36462450592885376,0.675;0.49583333333333335;0.6236111111111111;0.041666666666666664;0.7902777777777777;0.8569444444444444;0.5611111111111111;0.16666666666666666;0.38333333333333336;0.41805555555555557;0.14027777777777778,0.05928853754940711;0.05731225296442688;0.05731225296442688;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.04940711462450593;0.04940711462450593,0.08333333333333333;0.08055555555555556;0.08055555555555556;0.07777777777777778;0.075;0.075;0.07222222222222222;0.07222222222222222;0.07222222222222222;0.06944444444444445;0.06944444444444445
932.png,0.308300395256917;0.6907114624505929;0.7164031620553359;0.8142292490118577;0.5662055335968379;0.4634387351778656;0.9456521739130435;0.9654150197628458,0.7527777777777778;0.6652777777777777;0.37916666666666665;0.23055555555555557;0.2125;0.06805555555555555;0.8625;0.23472222222222222,0.05928853754940711;0.05731225296442688;0.05731225296442688;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.0533596837944664;0.0533596837944664,0.08333333333333333;0.08055555555555556;0.08055555555555556;0.07777777777777778;0.075;0.075;0.075;0.075
933.png,0.8438735177865613;0.48320158102766797;0.16798418972332016;0.8606719367588933;0.6393280632411067;0.1007905138339921;0.5820158102766798;0.6650197628458498,0.95;0.875;0.49444444444444446;0.6930555555555555;0.29305555555555557;0.08055555555555556;0.7708333333333334;0.5958333333333333,0.05928853754940711;0.05731225296442688;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.04940711462450593;0.04940711462450593,0.08333333333333333;0.07777777777777778;0.07777777777777778;0.075;0.075;0.07222222222222222;0.06944444444444445;0.06944444444444445
934.png,0.40019762845849804;0.7134387351778656;0.5237154150197628;0.30039525691699603;0.4051383399209486;0.6926877470355731;0.5187747035573123;0.03557312252964427;0.2845849802371542;0.5128458498023716,0.9569444444444445;0.2916666666666667;0.9222222222222223;0.6555555555555556;0.10972222222222222;0.1986111111111111;0.8430555555555556;0.8055555555555556;0.08055555555555556;0.8597222222222223,0.05731225296442688;0.05533596837944664;0.05533596837944664;0.05533596837944664;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.04940711462450593,0.08055555555555556;0.07777777777777778;0.07777777777777778;0.07777777777777778;0.075;0.075;0.075;0.07222222222222222;0.07222222222222222;0.06944444444444445
935.png,0.2865612648221344;0.7835968379446641;0.6689723320158103;0.5158102766798419;0.5424901185770751;0.5484189723320159;0.12944664031620554,0.20833333333333334;0.8263888888888888;0.7847222222222222;0.3333333333333333;0.45694444444444443;0.46805555555555556;0.6375,0.05928853754940711;0.05731225296442688;0.05731225296442688;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.04940711462450593,0.08333333333333333;0.08055555555555556;0.08055555555555556;0.07777777777777778;0.075;0.075;0.06944444444444445
936.png,0.8310276679841897;0.3685770750988142;0.3883399209486166;0.5464426877470355;0.7035573122529645;0.7193675889328063;0.7776679841897233;0.07806324110671936;0.28952569169960474,0.48194444444444445;0.7125;0.8541666666666666;0.7513888888888889;0.5638888888888889;0.25555555555555554;0.34305555555555556;0.2569444444444444;0.5541666666666667,0.05731225296442688;0.05731225296442688;0.05731225296442688;0.05731225296442688;0.05533596837944664;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.04940711462450593,0.08055555555555556;0.08055555555555556;0.08055555555555556;0.08055555555555556;0.07777777777777778;0.07777777777777778;0.075;0.075;0.06944444444444445
937.png,0.41205533596837945;0.7569169960474308;0.958498023715415;0.7282608695652174;0.2994071146245059;0.3784584980237154;0.044466403162055336;0.6758893280632411;0.9644268774703557;0.3142292490118577,0.9597222222222223;0.18333333333333332;0.7805555555555556;0.7319444444444444;0.5569444444444445;0.7069444444444445;0.05138888888888889;0.4083333333333333;0.3527777777777778;0.5472222222222223,0.05731225296442688;0.05533596837944664;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.05138339920948617,0.08055555555555556;0.07777777777777778;0.07777777777777778;0.075;0.075;0.075;0.075;0.07222222222222222;0.07222222222222222;0.07222222222222222
938.png,0.8675889328063241;0.8043478260869565;0.17687747035573123;0.23616600790513834;0.9041501976284585;0.25395256916996045;0.16897233201581027;0.4743083003952569;0.4288537549407115;0.22924901185770752,0.5361111111111111;0.6333333333333333;0.12638888888888888;0.7402777777777778;0.7597222222222222;0.6263888888888889;0.06527777777777778;0.8;0.29444444444444445;0.07916666666666666,0.05928853754940711;0.05928853754940711;0.05731225296442688;0.05731225296442688;0.0533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.05138339920948617,0.08333333333333333;0.08333333333333333;0.08055555555555556;0.08055555555555556;0.075;0.075;0.075;0.07222222222222222;0.07222222222222222;0.06944444444444445
939.png,0.33992094861660077;0.700592885375494;0.383399209486166;0.04743083003952569;0.3695652173913043;0.5197628458498024;0.3448616600790514;0.4061264822134387;0.5553359683794467;0.12450592885375494;0.22233201581027667,0.5694444444444444;0.6152777777777778;0.49722222222222223;0.4583333333333333;0.20555555555555555;0.20833333333333334;0.05138888888888889;0.44583333333333336;0.9;0.15833333333333333;0.5291666666666667,0.05928853754940711;0.05731225296442688;0.05533596837944664;0.05533596837944664;0.05533596837944664;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.04940711462450593,0.08333333333333333;0.08055555555555556;0.07777777777777778;0.07777777777777778;0.07777777777777778;0.07777777777777778;0.075;0.075;0.07222222222222222;0.07222222222222222;0.06944444444444445
940.png,0.6818181818181818;0.7035573122529645;0.6897233201581028;0.4209486166007905;0.4199604743083004;0.5948616600790514;0.3824110671936759;0.8616600790513834;0.5830039525691699;0.7559288537549407,0.18055555555555555;0.85;0.7722222222222223;0.20277777777777778;0.7263888888888889;0.7722222222222223;0.3111111111111111;0.9527777777777777;0.1;0.31805555555555554,0.05928853754940711;0.05928853754940711;0.05928853754940711;0.05928853754940711;0.05731225296442688;0.05533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.04940711462450593,0.08333333333333333;0.08333333333333333;0.08333333333333333;0.08333333333333333;0.08055555555555556;0.07777777777777778;0.07222222222222222;0.07222222222222222;0.07222222222222222;0.06944444444444445
941.png,0.3191699604743083;0.7747035573122529;0.43478260869565216;0.7598814229249012;0.9683794466403162;0.717391304347826;0.48320158102766797;0.2776679841897233,0.49583333333333335;0.5972222222222222;0.34444444444444444;0.8930555555555556;0.3111111111111111;0.9166666666666666;0.7680555555555556;0.25277777777777777,0.05731225296442688;0.05533596837944664;0.05533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.04940711462450593;0.04940711462450593,0.08055555555555556;0.07777777777777778;0.07777777777777778;0.075;0.07222222222222222;0.07222222222222222;0.06944444444444445;0.06666666666666667
942.png,0.1067193675889328;0.5760869565217391;0.6798418972332015;0.7895256916996047;0.12154150197628459;0.58399209486166;0.8873517786561265;0.05928853754940711;0.758893280632411;0.1274703557312253;0.12351778656126482,0.5972222222222222;0.3625;0.29444444444444445;0.5152777777777777;0.5041666666666667;0.45694444444444443;0.7388888888888889;0.3861111111111111;0.09166666666666666;0.0375;0.42916666666666664,0.05928853754940711;0.05731225296442688;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.05138339920948617;0.04940711462450593;0.04940711462450593,0.08333333333333333;0.08055555555555556;0.07777777777777778;0.075;0.075;0.075;0.07222222222222222;0.07222222222222222;0.07222222222222222;0.06944444444444445;0.06944444444444445
943.png,0.30039525691699603;0.4792490118577075;0.9318181818181818;0.958498023715415;0.6719367588932806;0.6175889328063241;0.7035573122529645;0.8181818181818182;0.06521739130434782,0.5555555555555556;0.9430555555555555;0.24861111111111112;0.4166666666666667;0.7416666666666667;0.6152777777777778;0.2638888888888889;0.1;0.6333333333333333,0.05928853754940711;0.05731225296442688;0.05731225296442688;0.05533596837944664;0.05533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.05138339920948617,0.08333333333333333;0.08055555555555556;0.08055555555555556;0.07777777777777778;0.07777777777777778;0.075;0.07222222222222222;0.07222222222222222;0.07222222222222222
944.png,0.5316205533596838;0.8517786561264822;0.36561264822134387;0.7747035573122529;0.6788537549407114;0.424901185770751;0.4268774703557312;0.22924901185770752;0.05731225296442688;0.8725296442687747,0.5083333333333333;0.8833333333333333;0.8222222222222222;0.058333333333333334;0.7458333333333333;0.10555555555555556;0.7777777777777778;0.6111111111111112;0.3055555555555556;0.6263888888888889,0.05928853754940711;0.05928853754940711;0.05928853754940711;0.05928853754940711;0.05731225296442688;0.05533596837944664;0.05533596837944664;0.05533596837944664;0.05138339920948617;0.04940711462450593,0.08333333333333333;0.08333333333333333;0.08333333333333333;0.08333333333333333;0.08055555555555556;0.07777777777777778;0.07777777777777778;0.07777777777777778;0.07222222222222222;0.06944444444444445
945.png,0.841897233201581;0.9575098814229249;0.8824110671936759;0.7618577075098815;0.8043478260869565;0.5513833992094862;0.25790513833992096;0.4792490118577075;0.13043478260869565;0.8754940711462451;0.05039525691699605;0.817193675889328,0.23055555555555557;0.2875;0.9291666666666667;0.6986111111111111;0.9472222222222222;0.8111111111111111;0.059722222222222225;0.8736111111111111;0.5111111111111111;0.6305555555555555;0.6791666666666667;0.7388888888888889,0.05928853754940711;0.05731225296442688;0.05731225296442688;0.05731225296442688;0.05533596837944664;0.05533596837944664;0.0533596837944664;0.0533596837944664;0.05138339920948617;0.05138339920948617;0.04940711462450593;0.04940711462450593,0.08333333333333333;0.08055555555555556;0.08055555555555556;0.08055555555555556;0.07777777777777778;0.07777777777777778;0.075;0.075;0.07222222222222222;0.07222222222222222;0.06944444444444445;0.06666666666666667
